0.18367	55.49
0.63265	75.847
0.4898	72.784
0.79592	68.038
0.4898	65.897
0.30612	56.508
0.32653	61.51
0.36735	21.754
0.55102	28.907
0.40816	33.088
0.14286	37.563
0.26531	52.794
0.87755	22.433
0.4898	41.501
0.73469	28.828
0.71429	66.922
0.65306	43.004
0.71429	21.304
0.61224	19.835
0.14286	22.643
0.36735	55.143
0.69388	42.363
0.32653	21.22
0.71429	68.363
0.71429	34.64
0.081633	58.471
0.7551	30.777
0.16327	84.599
0.46939	19.941
0.57143	54.086
0.79592	19.735
0.69388	30.527
0.63265	15.413
0.16327	24.992
0.85714	24.033
1	23.602
0.67347	23.059
0.12245	13.626
0.73469	16.901
0.65306	33.502
0.53061	103.57
0.53061	33.449
0.63265	15.657
0.14286	17.094
0.42857	118.53
0.71429	15.555
0.93878	34.556
0.26531	19.793
0.30612	68.832
0.36735	63.051
0.53061	26.032
0.40816	14.938
0.59184	64.209
0.79592	14.386
0.26531	18.619
0.36735	13.425
0.97959	11.071
0.85714	11.731
0.12245	16.374
0.46939	18.283
0.32653	71.513
0.4898	17.102
0.73469	13.965
0.34694	35.963
0.87755	12.914
0.67347	13.143
0.97959	12.558
0.18367	17.772
0.34694	18.251
0.42857	22.152
0.53061	19.203
0.20408	14.719
0.26531	10.441
0.7551	11.568
0.18367	25.983
0.34694	22.129
0.44898	13.598
0.63265	9.9028
0.5102	26.31
0.14286	13.637
0.87755	8.9529
0.40816	55.55
0.36735	14.832
0.14286	12.37
0.36735	12.143
0.16327	19.879
0.061224	12.734
0.55102	12.568
0.14286	22.926
0.34694	11.262
0.16327	15.229
0.14286	17.741
0.46939	9.178
0.4898	16.714
0.32653	10.115
0.28571	14.282
0.83673	11.404
0.71429	10.854
0.36735	10.398
0.93878	10.144
0.79592	11.126
0.14286	13.057
0.81633	11.45
0.32653	9.1852
0.81633	16.133
0.12245	10.366
0.36735	20.922
0.71429	8.6589
0.10204	48.563
0.85714	7.9853
0.97959	11.939
0.12245	7.8903
0.71429	12.138
0.7551	9.4624
0.55102	11.421
0.16327	9.8461
0.081633	11.565
0.85714	20.382
0.28571	12.18
0.55102	11.18
0.4898	21.998
0.53061	10.558
0.5102	9.9088
0.14286	10.892
0.16327	8.275
0.28571	11.372
0.10204	12.598
0.34694	8.3494
0.69388	47.597
0.32653	16.22
0.79592	16.949
0.79592	17.61
0.55102	11.791
0.081633	9.84
0.73469	10.046
0.63265	8.2501
0.97959	8.3308
0.061224	9.0548
0.28571	14.648
0.97959	8.5834
0.14286	6.8597
0.14286	50.573
0.10204	8.5596
0.10204	8.7714
0.69388	9.5003
0.38776	5.5753
0.44898	9.6645
1	5.9405
0.44898	11.887
0.79592	6.117
0.22449	12.299
0.12245	9.1607
0.32653	10.673
0.71429	17.275
0.79592	7.4824
0.77551	6.7574
0.34694	23.13
0.32653	7.1291
0.12245	8.4265
0.79592	11.447
0.14286	9.998
0.28571	6.9693
0.16327	6.5456
0.10204	5.9776
0.12245	7.8259
0.73469	11.482
0.71429	6.9649
1	7.2873
0.44898	27.865
0.061224	10.127
0.42857	12.936
1	7.2134
0.061224	8.9404
0.91837	13.091
0.44898	9.8406
0.4898	6.0924
0.7551	9.38
0.14286	9.2276
0.55102	9.4692
0.38776	4.9859
0.4898	7.2883
0.2449	5.4049
0.53061	5.2293
0.12245	7.1125
0.32653	6.7181
0.93878	9.5877
0.93878	8.2112
0.61224	21.674
0.79592	7.2063
0.40816	20.958
0.081633	5.9892
0.081633	5.4778
0.081633	7.6316
0.12245	5.78
0.5102	6.9824
0.12245	6.0476
0.40816	5.2798
0.81633	5.3266
0.79592	5.8907
0.81633	8.2395
0.32653	9.7181
0.53061	7.0388
0.79592	10.707
0.71429	5.9949
0.73469	6.3395
0.34694	5.6407
0.87755	118.3
0.34694	21.245
0.081633	5.8967
0.34694	5.8492
0.91837	7.2725
0.081633	5.1363
0.85714	5.3094
1	4.9922
0.081633	8.3999
0.95918	6.0321
0.95918	5.9714
0.59184	6.4784
1	4.8911
0.26531	6.1249
0.79592	5.5184
0.95918	6.1421
